Sentiment,labels,clean_sentiment
Both my friend and I thought this movie was well done. We expected a light hearted comedy but got a full blown action movie with comic thrusts. We both thought that this movie may have not done so well at the box office as the previews lead us to believe it was a comedy. I was impressed with the supporting actors and of course Dave Morse always puts in a terrific acting job. Most of the supporting cast are veterans not first timers and they were solid. We both felt that the writing and direction were first rate and made comments to each other about buying this movie. If you don't buy rent it for a good time.,pos,friend thought movie well done expected light hearted comedy got full blown action movie comic thrusts thought movie may done well box office previews lead us believe comedy impressed supporting actors course dave morse always puts terrific acting job supporting cast veterans first timers solid felt writing direction first rate made comments buying movie dont buy rent good time
"As this movie is completely in Swiss dialect, it's probably hard for most German speakers to really follow this movie. I'm not from Switzerland, but I worked there for some years, so I had the chance to understand this great spoof of the Lord of the Rings. I've seen a lot of movies of this kind (eg. Scary Movie, loads of Scifi spoofs etc.) but this one is the best one of that kind, I've seen so far. I give a 9 of 10. The only reason I can't give a 10 is, because there are some little details which could have been done better and because they supplied no subtitles in any language on the DVD, so there's almost no chance for non-Swiss to understand.",pos,movie completely swiss dialect probably hard german speakers really follow movie im switzerland worked years chance understand great spoof lord rings ive seen lot movies kind eg scary movie loads scifi spoofs etc one best one kind ive seen far give 9 10 reason cant give 10 little details could done better supplied subtitles language dvd theres almost chance nonswiss understand
"This movie is a perfect portrayal of The Nutcracker; the dancing is wonderful, the scenery in the background was excellent, and I LOVED THAT FLOATING BED.<br /><br />Oh, and the costumes... I particularly loved Marzipan's, the tutu was adorable. The special effects were very well done (e.g. the tree, the bed, etc.), and I quite enjoyed the rats. I love how they didn't make them scary, but cute and huggable. Except for the king, I suppose.<br /><br />If you're a thoroughly masculine person, you won't enjoy this, but this is a very good movie that's good for all ages - just not all levels of testosterone.<br /><br />But I have a few complaints.<br /><br />Firstly, why did they have to put the Sugar Plum Fairy's partner in those terrible tights? It would barely make a difference if he was butt naked! And secondly.. why on EARTH did they have to make Culkin's outfit PINK?",pos,movie perfect portrayal nutcracker dancing wonderful scenery background excellent loved floating bedbr br oh costumes particularly loved marzipans tutu adorable special effects well done eg tree bed etc quite enjoyed rats love didnt make scary cute huggable except king supposebr br youre thoroughly masculine person wont enjoy good movie thats good ages levels testosteronebr br complaintsbr br firstly put sugar plum fairys partner terrible tights would barely make difference butt naked secondly earth make culkins outfit pink
For a comedy this has a decent and inventive plot and Trey Parker and Matt Stone's comic timing is perfect. There are dozens of funny moments to this fantastic movie. I especially like the multitude of colors and the way the clash in the sports arena scenes. Robert Stacks Unsolved Mysteries spoof is also very amusing.,pos,comedy decent inventive plot trey parker matt stones comic timing perfect dozens funny moments fantastic movie especially like multitude colors way clash sports arena scenes robert stacks unsolved mysteries spoof also amusing
for whoever play games video games here did anybody notice that the GTA:Vice City Mansion inside the game and some other things including weapons from the movie that are connected to this movie and this movie inspired the makers of the game (Rockstar Games) to copy some things from this movie and by the way this is one of the best 80's movies out there i recommend this for anybody who still didn't see it 10/10 no questions asked,pos,whoever play games video games anybody notice gtavice city mansion inside game things including weapons movie connected movie movie inspired makers game rockstar games copy things movie way one best 80s movies recommend anybody still didnt see 1010 questions asked
"I have read modesty Blaise for several years now, collecting numbers of the strip. After the fiasco movie made many years ago based on the first book ""Modesty Blaise"" I was surprised the result got this good.<br /><br />What I got was a movie not based on action or violence. The director had focused on history and psychology. How was Modesty created based on the own tale and what parts in her life was affected by her non-childhood. I think this thougths will give a greater understanding to the next (I hope) film. I simply loved the movies old-fashioned style.<br /><br />However everything wasn't that good, the gambling wasn't that good. almost boring and unreal. The acting could have been improved too. I'm not thinking the bad guy in this movie felt real, the only reason he was there was so Modesty could have someone to tell her story for. Also they could have expanded the movie, showing more about when she builds up ""The network"" but I'll guess thats for the next movie.<br /><br />And please forgive me for my bad English",pos,read modesty blaise several years collecting numbers strip fiasco movie made many years ago based first book modesty blaise surprised result got goodbr br got movie based action violence director focused history psychology modesty created based tale parts life affected nonchildhood think thougths give greater understanding next hope film simply loved movies oldfashioned stylebr br however everything wasnt good gambling wasnt good almost boring unreal acting could improved im thinking bad guy movie felt real reason modesty could someone tell story also could expanded movie showing builds network ill guess thats next moviebr br please forgive bad english
"I still wonder why I watched this movie. Admittedly, before I viewed this film, I knew practicly nothing about the beatles. I didn't even know all their names! All I knew was that they had a ton of fans, they had some albums that some people claim to be the greatest ever, they broke up, John married Yoko Ono, and John was murdered.<br /><br />Also, VH1 isn't even my favorite music station, MTV is. Still, for some reason or another I decided to watch it, not expecting much. Surprisingly, I enjoyed it very much! The dialogue was written and handled very well with the occasion of a slight accent mess up. This is very important, because John and Paul talking is pretty much the whole film, allthough they are taken outside to explore more possibilities, and to keep you watching. Jared Harris and Adien Quinn give good performaces,overall.<br /><br />The ending was also very smart. I enjoyed how the movie gets you excited about the SNL performace, and then slaps you over the head and makes you realize that it would be better if they just let it go, and end it on a good note. My favorite moment is probably the touching rooftop scene.<br /><br />Overall, I recommend this film to almost everyone. It is a very good way of settling your curiosity of what could have happened if 6 years after the break up Paul just showed up on John's doorstep. Which is probably the main reason of my viewing this film, settling my curiosity on who the beatles really were and what could have happened to them after the breakup.",pos,still wonder watched movie admittedly viewed film knew practicly nothing beatles didnt even know names knew ton fans albums people claim greatest ever broke john married yoko ono john murderedbr br also vh1 isnt even favorite music station mtv still reason another decided watch expecting much surprisingly enjoyed much dialogue written handled well occasion slight accent mess important john paul talking pretty much whole film allthough taken outside explore possibilities keep watching jared harris adien quinn give good performacesoverallbr br ending also smart enjoyed movie gets excited snl performace slaps head makes realize would better let go end good note favorite moment probably touching rooftop scenebr br overall recommend film almost everyone good way settling curiosity could happened 6 years break paul showed johns doorstep probably main reason viewing film settling curiosity beatles really could happened breakup
"Errol Flynn is ""Gentleman Jim"" in this 1942 film about boxer Jim Corbett, known as the man who beat John L. Sullivan. Directed with a light hand by Flynn's good friend, Raoul Walsh, the film also stars Alexis Smith, Jack Carson, Alan Hale Sr., William Frawley and Ward Bond. Flynn plays an ambitious, egotistical young man who has a natural talent for boxing and is sponsored by the exclusive Olympic Club in San Francisco in the late 1800s. Though good-natured, the fact that he is a ""shanty Irishman"" and a social climber builds resentment in Olympic Club members; most of them can't wait to see him lose a fight, and they bet against him. Despite this, he rises to fame, even working as an actor. Finally he gets the chance he's been waiting for, a match with the world champion, John L. Sullivan (Ward Bond). Sullivan demands a $10,000 deposit to insure that Corbett will appear to fight for the $25,000 purse. Corbett and his manager (Frawley) despair of getting the money. However, help comes in the form of a very unlikely individual.<br /><br />This is a very entertaining film, and Jim Corbett is an excellent role for Flynn, who himself was a professional fighter at one time. He has the requisite charm, good looks and athleticism for the role. Alexis Smith plays Victoria Ware, his romantic interest who insists that she hates him. In real life, she doesn't seem to have existed; Corbett was married to Olive Lake Morris from 1886 to 1895.<br /><br />The focus of the film is on Corbett and his career rather than the history of boxing. Corbett used scientific techniques and innovation and is thought of as the man who made prizefighting an art form. In the film, Corbett is fleet of foot and avoids being hit by his opponents; it is believed that he wore down John L. Sullivan this way.<br /><br />Good film to catch Flynn at the height of his too-short time as a superstar.",pos,errol flynn gentleman jim 1942 film boxer jim corbett known man beat john l sullivan directed light hand flynns good friend raoul walsh film also stars alexis smith jack carson alan hale sr william frawley ward bond flynn plays ambitious egotistical young man natural talent boxing sponsored exclusive olympic club san francisco late 1800s though goodnatured fact shanty irishman social climber builds resentment olympic club members cant wait see lose fight bet despite rises fame even working actor finally gets chance hes waiting match world champion john l sullivan ward bond sullivan demands 10000 deposit insure corbett appear fight 25000 purse corbett manager frawley despair getting money however help comes form unlikely individualbr br entertaining film jim corbett excellent role flynn professional fighter one time requisite charm good looks athleticism role alexis smith plays victoria ware romantic interest insists hates real life doesnt seem existed corbett married olive lake morris 1886 1895br br focus film corbett career rather history boxing corbett used scientific techniques innovation thought man made prizefighting art form film corbett fleet foot avoids hit opponents believed wore john l sullivan waybr br good film catch flynn height tooshort time superstar
"It's hard for me to criticize anything that Mitzi Kapture does. She just radiates beauty and grace on the screen and is a phenomenal actress. That notwithstanding, yes, the plot was predictable. I think perhaps if Jill HAD slept with Richard then it may have made him a little crazier than he already was, which would have added more to the suspense. It would have also been nice to see Jill and her husband find out about Richard's little problem with his ex-wife, maybe a bit more back story. I was a little disappointed with the ending of the movie. I would have liked to have seen more closure with Zack's death and possibly closure with her husband. I do have to say though, I will never be able to look at a flare gun and not picture her standing there. It was a very fitting end for Richard. Of course, Mitzi ROCKED! I am so looking forward to her future projects.",pos,hard criticize anything mitzi kapture radiates beauty grace screen phenomenal actress notwithstanding yes plot predictable think perhaps jill slept richard may made little crazier already would added suspense would also nice see jill husband find richards little problem exwife maybe bit back story little disappointed ending movie would liked seen closure zacks death possibly closure husband say though never able look flare gun picture standing fitting end richard course mitzi rocked looking forward future projects
"Has anyone been able to buy this movie? My Uncle ""Hutch"" was a Real (not Reel) pilot who is seen tossing his wings in the air and then snatching them with his fist as he was awarded his pilot's wings. <br /><br />He's only on screen a few seconds but my family would love to have the movie. He was killed in a dogfight over Italy, he was only 24 at the time. Do we know the film studio that made it?<br /><br />Or has anyone seen it at a video store, like Blockbuster? I wish they would make entire catalogs of these old movies available as it is so cheap to make DVD's these days.<br /><br />Please email me at nfny40@yahoo.com if you know where I can buy a copy. Thank you.",pos,anyone able buy movie uncle hutch real reel pilot seen tossing wings air snatching fist awarded pilots wings br br hes screen seconds family would love movie killed dogfight italy 24 time know film studio made itbr br anyone seen video store like blockbuster wish would make entire catalogs old movies available cheap make dvds daysbr br please email nfny40yahoocom know buy copy thank
"A comedy that worked surprisingly well was the little British effort ""The Divorce Of Lady X (1938)"" . It marks the first pairing of Laurence Olivier and Merle Oberon, before that little film about uncontrollable passion on the 19th century English moors. And while Olivier and Oberon are not particularly well-suited to screwball comedy, it all flows along nicely. Oberon is Leslie, a young woman who ends up in priggish divorce lawyer Logan's (Olivier) hotel suite by way of a nasty English fog preventing travel. She does everything possible to irritate him--but, in the crazy way films go, he falls for her. And she falls for him. But a serious case of mistaken identity occurs when Oberon's ""Lady X"" (that's all she leaves Oliver in a note) is thought by Olivier to be a married woman. To make matters worse, and more amusing, Lord Mere (Ralph Richardson) goes to Olivier wanting a divorce from his wife whom dear Larry thinks must be Oberon! There is some nice battle-of-the-sexes dialogue, and fun exploration of sexual politics. You can see that Olivier is not too confident with the comedy, but in true Olivier he's a consummate professional, and delivers. And he handles the screwball twists and turns, maybe not with ease, but with gusto. Oberon was no great shakes as an actress, but she was usually competent enough, and despite their reputed off-screen dislike of her, worked well with Olivier. This was filmed in early Technicolour that looks very primitive today (everyone looks even whiter than Michael Jackson), but perhaps the print needs cleaning up.",pos,comedy worked surprisingly well little british effort divorce lady x 1938 marks first pairing laurence olivier merle oberon little film uncontrollable passion 19th century english moors olivier oberon particularly wellsuited screwball comedy flows along nicely oberon leslie young woman ends priggish divorce lawyer logans olivier hotel suite way nasty english fog preventing travel everything possible irritate himbut crazy way films go falls falls serious case mistaken identity occurs oberons lady x thats leaves oliver note thought olivier married woman make matters worse amusing lord mere ralph richardson goes olivier wanting divorce wife dear larry thinks must oberon nice battleofthesexes dialogue fun exploration sexual politics see olivier confident comedy true olivier hes consummate professional delivers handles screwball twists turns maybe ease gusto oberon great shakes actress usually competent enough despite reputed offscreen dislike worked well olivier filmed early technicolour looks primitive today everyone looks even whiter michael jackson perhaps print needs cleaning
"Other than Susan Hayward's wooden delivery throughout this film it was as good as any biblical film made. Henry King handles this film with the respect of an epic in all of the small scenes, and Peck is, as always, impeccable. The stirring Alfred Newman sound score, with the stirring twenty-third psalm is unforgettable even after these many years. The scene with Goliath is a bit on the hokey side, but not all that badly done for the era in which this film was made. This goes well alongside the lesser bible epics of the day, ""The Song of Ruth"" and ""Esther and the King."" It is worth watching, and Raymond Massy is excellent as the prophet Nathan. The film is rounded out by the always fine James Robertson Justice as Abishai and Jayne Meadows as Michol, David's estranged first wife.",pos,susan haywards wooden delivery throughout film good biblical film made henry king handles film respect epic small scenes peck always impeccable stirring alfred newman sound score stirring twentythird psalm unforgettable even many years scene goliath bit hokey side badly done era film made goes well alongside lesser bible epics day song ruth esther king worth watching raymond massy excellent prophet nathan film rounded always fine james robertson justice abishai jayne meadows michol davids estranged first wife
"This is an absurdist dark comedy from Belgium. Shot perfectly in crisp black and white, Benoît Poelvoorde (Man Bites Dog) is on fine form as Roger, the angry, obsessive father of a family in a small, sullen Belgian mining town. Roger is a photographer who, along with his young daughter Luise, visits road accidents to take photos. He is also obsessed with winning a car by entering a competition where the contestant has to break a record - and he decides that his son, Michel, must attempt to break the record of perpetually walking through a door - he even hires an overweight coach to train him. Michel dresses as Elvis and has a spot on a radio show called 'Cinema Lies', where he describes mistakes in films. Luise is friendly with near neighbour Felix, a pigeon fancier. Roger is a callous figure as he pushes Michel right over the limit during the record attempt, which almost results in his death. Interspersed throughout the film are Magritte-like surreal images. It's undeniably charming and well worth your time.",pos,absurdist dark comedy belgium shot perfectly crisp black white benoît poelvoorde man bites dog fine form roger angry obsessive father family small sullen belgian mining town roger photographer along young daughter luise visits road accidents take photos also obsessed winning car entering competition contestant break record decides son michel must attempt break record perpetually walking door even hires overweight coach train michel dresses elvis spot radio show called cinema lies describes mistakes films luise friendly near neighbour felix pigeon fancier roger callous figure pushes michel right limit record attempt almost results death interspersed throughout film magrittelike surreal images undeniably charming well worth time
"This game was really great and quite a challenge. It has a great, spooky story line and the graphics are also very good. I would recommend this game to all Horror fans and is very gripping from start to finish. The only problem with this game is that i would have liked more weapons but thats just me.<br /><br /> A truly great game for RPG and Shoot'em'up fans.<br /><br />>",pos,game really great quite challenge great spooky story line graphics also good would recommend game horror fans gripping start finish problem game would liked weapons thats mebr br truly great game rpg shootemup fansbr br
"This movie is finally out on DVD in Italy (completely restored). I have seen this movie so many times and I find it even actual these days (2003) when Italy suffers again from a sort of brainwashing dictatorship (or the US for that matter). I am glad there are outcasts as the one played by Mastroianni in this movie who can sing out of tune; maybe they can teach the Sophia Lorens of this world how to be strong and fight to be recognised as human beings.<br /><br />Back to the movie: as most people here already mentioned the acting is wonderful but the audio background is astonishing. I must assume that unfortunately something is lost if you don't understand the Italian language but I can assure you that the show-off of machism, the distortion of reality in that ever-present radio-chronicle of the Hitler visit to Rome can really make you shiver!<br /><br />A masterpiece!<br /><br />",pos,movie finally dvd italy completely restored seen movie many times find even actual days 2003 italy suffers sort brainwashing dictatorship us matter glad outcasts one played mastroianni movie sing tune maybe teach sophia lorens world strong fight recognised human beingsbr br back movie people already mentioned acting wonderful audio background astonishing must assume unfortunately something lost dont understand italian language assure showoff machism distortion reality everpresent radiochronicle hitler visit rome really make shiverbr br masterpiecebr br
"Sometimes it takes a film-making master like Kubrick to bring that extra little something, that unique, untractable and elusive ingredient that transforms a great movie or a great script into a masterpiece, one for the ages.<br /><br />It's not just that Stephen King's story has enough meat and potatoes making it difficult for even the most workmanlike of directors to miss. Heck, even King himself didn't fare so bad. It's how Kubrick perceives King's universe, how he transforms the page into screen time, that renders THE SHINING both a visual feast and a compacted masterclass in directing.<br /><br />Kubrick's miss-en-scene is, as usually, terrific. The movie progresses with a brisk, sharp, lively pace, even though it's neither fast nor heavily edited and it clocks at no less than 160 minutes. The camera prowls through the lavish corridors of the Overlook Hotel like it is some kind of mystic labyrinth rife for exploration, linear tracking shots exposing the impeccably decorated interiors in all their grandeur. There's a symmetry and geometrical approach in how Kubrick perceives space that reminds me very much of how Japanese directors worked in the sixties. As if what is depicted is inconsequential to how all the different elements are balanced inside the frame.<br /><br />Certain images definitely stand out. The first shot of Jack's typewriter, accompanied off screen from the thumps of a ball, like drums of doom coming from some other floor or produced by the typewriter itself as though it is an instrument of doom all by itself, later on proving to be nothing short of just that. A red river flowing through the hotel's elevators in slow motion. Jack hitting the door with the axe, the camera moving along with him, tracking the action as it happens instead of remaining static, as though it's the camera piercing through the door and not the axe. The ultra fast zoom in the kid's face thrusting us inside his head before we see the two dead girls from his POV. And of course, the bathroom scene.<br /><br />Much has been said of Jack Nicholson's obtrusive overacting. His mad is not entirely successful, because, well, he's Jack Nicholson. The guy looks half-mad anyway. Playing mad turns him into an exaggerated caricature of himself. Shelley Duvall on the other hand is one of the most inspired casting choices Kubrick ever had. Coming from a streak of fantastic performances for Robert Altman in the seventies (3 WOMEN, THIEVES LIKE US, NASHVILLE), she brings to her character the right amounts of fragility and emotional distress. A terrific and very underrated actress.",pos,sometimes takes filmmaking master like kubrick bring extra little something unique untractable elusive ingredient transforms great movie great script masterpiece one agesbr br stephen kings story enough meat potatoes making difficult even workmanlike directors miss heck even king didnt fare bad kubrick perceives kings universe transforms page screen time renders shining visual feast compacted masterclass directingbr br kubricks missenscene usually terrific movie progresses brisk sharp lively pace even though neither fast heavily edited clocks less 160 minutes camera prowls lavish corridors overlook hotel like kind mystic labyrinth rife exploration linear tracking shots exposing impeccably decorated interiors grandeur theres symmetry geometrical approach kubrick perceives space reminds much japanese directors worked sixties depicted inconsequential different elements balanced inside framebr br certain images definitely stand first shot jacks typewriter accompanied screen thumps ball like drums doom coming floor produced typewriter though instrument doom later proving nothing short red river flowing hotels elevators slow motion jack hitting door axe camera moving along tracking action happens instead remaining static though camera piercing door axe ultra fast zoom kids face thrusting us inside head see two dead girls pov course bathroom scenebr br much said jack nicholsons obtrusive overacting mad entirely successful well hes jack nicholson guy looks halfmad anyway playing mad turns exaggerated caricature shelley duvall hand one inspired casting choices kubrick ever coming streak fantastic performances robert altman seventies 3 women thieves like us nashville brings character right amounts fragility emotional distress terrific underrated actress
"This is truly one from the ""Golden Age"" of Hollywood, the kind they do not make anymore. It is an unique, fun movie that keeps you guessing what is going to happen next. <br /><br />All the actors are perfectly cast and they are all great supporting actors. This is the first movie I saw with Ronald Colman in it and I have been a fan of his ever since. Reginald Gardiner has always been a favorite supporting actor of mine and adds a certain quality to every movie he is in. While he played a different kind of character here, he still added something to the movie that another actor cast in this character would not have added.",pos,truly one golden age hollywood kind make anymore unique fun movie keeps guessing going happen next br br actors perfectly cast great supporting actors first movie saw ronald colman fan ever since reginald gardiner always favorite supporting actor mine adds certain quality every movie played different kind character still added something movie another actor cast character would added
"I first saw the trailer for Frailty on Yahoo Movies way back in the day, after hearing Stephen King praise it to high heaven. Not really a fan of either star, I still wanted to see it because I'm a huge thriller fan.<br /><br />I was not disappointed. The acting was superb, especially from the two young boys. Usually I loathe child actors, but Young Adam and Young Fenton were excellent. Bill Paxton really did a good job of directing it too. It was beautifully shot.<br /><br />One must also note the plot twists. The three twists at the end hit hard and fast, and I didn't see them coming. The final twist of the film, coupled with the gravity of what had just been revealed, gives me chills to this day, even though I've re-watched the film so many times.<br /><br />A true gem.",pos,first saw trailer frailty yahoo movies way back day hearing stephen king praise high heaven really fan either star still wanted see im huge thriller fanbr br disappointed acting superb especially two young boys usually loathe child actors young adam young fenton excellent bill paxton really good job directing beautifully shotbr br one must also note plot twists three twists end hit hard fast didnt see coming final twist film coupled gravity revealed gives chills day even though ive rewatched film many timesbr br true gem
"It is a rare occasion when I want to see a movie again. ""The Amati Girls"" is such a movie. In old time movie theaters I would have stayed put for more showings. Was this story autobiographical for the writer/director? It has the aura of reality.<br /><br />The all star cast present their characters believably and with tenderness. Who would not want Mercedes Ruehl as an older sister? I have loved her work since ""For Roseanna"".<br /><br />With most movies, one suspends belief because we know that it is the work of actors, producers, directors, sound technicians, etc. It was hard to suspend such belief in ""The Amati Girls"". One feels such a part of this family! How I wanted to come to the defense of Dolores when her family is stifling her emotional life. And wanted to cheer Lee Grant as she levels criticism at Cloris Leachman's hair color. The humor throughout is not belly laugh humor, but instead has a feel-good quality that satisfies far more than pratfalls and such.<br /><br />The love that is portrayed in this cinema family is to be emulated and cherished.<br /><br />It is no coincidence that the family name, Amati, translated from the Italian means 'the loved ones'.",pos,rare occasion want see movie amati girls movie old time movie theaters would stayed put showings story autobiographical writerdirector aura realitybr br star cast present characters believably tenderness would want mercedes ruehl older sister loved work since roseannabr br movies one suspends belief know work actors producers directors sound technicians etc hard suspend belief amati girls one feels part family wanted come defense dolores family stifling emotional life wanted cheer lee grant levels criticism cloris leachmans hair color humor throughout belly laugh humor instead feelgood quality satisfies far pratfalls suchbr br love portrayed cinema family emulated cherishedbr br coincidence family name amati translated italian means loved ones
"FORBIDDEN PLANET is one of the best examples of Hollywood SF films. Its influence was felt for more than a decade. However, certain elements relating to how this wide-screen entertainment was aimed at a mid-fifties audience that is now gone have dated it quite a bit, and the film's sometimes sluggish pacing doesn't help. But, the story's compelling central idea involving the ancient,extinct Krell civilization and ""monsters from the Id"" hasn't lost its appeal and continue to make this film a relevant ""must see"" movie. What I'm mostly interested in saying here is that the current DVD for this movie is terrible. The movie has never really looked that good on home video and it's elements are in dire need of restoration. I hope that will happen soon and we get a special edition of this SF classic.",pos,forbidden planet one best examples hollywood sf films influence felt decade however certain elements relating widescreen entertainment aimed midfifties audience gone dated quite bit films sometimes sluggish pacing doesnt help storys compelling central idea involving ancientextinct krell civilization monsters id hasnt lost appeal continue make film relevant must see movie im mostly interested saying current dvd movie terrible movie never really looked good home video elements dire need restoration hope happen soon get special edition sf classic
"I enjoyed every moment of this beautiful film and was intrigued about this female painter I had never heard of before. So I set out exploring her life and work afterwards. As could be expected, I found out that the film was not exactly historically accurate. I was a little astounded however by the very negative comments on the film because of this inaccuracy. Come on, guys, a film isn't and shouldn't be a biography (nor a novel!). Any historical film distorts reality, because it should be a work of art in its own right. A film director is fully entitled to use elements from reality and history to create a world of his own. Artemisia is a wonderful film and I think it brought many people (including some that now give negative comments) to explore the life and work of this fascinating artist.",pos,enjoyed every moment beautiful film intrigued female painter never heard set exploring life work afterwards could expected found film exactly historically accurate little astounded however negative comments film inaccuracy come guys film isnt shouldnt biography novel historical film distorts reality work art right film director fully entitled use elements reality history create world artemisia wonderful film think brought many people including give negative comments explore life work fascinating artist
"I haven't read this book, but all through the movie I was awestruck with only one thought in my head: This is so Vonnegut. I have never seen an author, all of the intelligence and life behind the workings of a novel, translated so well to film. This movie had the same complexities found in Vonnegut's novels: the jokes were often meaningful and symbolic, and the dramatic events and symbols were often also jokes.<br /><br />Campbell was also a very Vonnegut character, portrayed perfectly by Nick Nolte. He had all of the earmarks of a Vonnegut ""hero"": lack of concern for political boundaries, ironic dark humor giving way to dumb inactivity in response to stress, and an unwillingness to push his version of reality on those around him.<br /><br />Overall, I was constantly surprised and impressed as I watched this movie. It was the same feeling I had reading ""Cat's Cradle,"" my first Vonnegut novel, as if the most perfectly oddball thing that could happen, he thought of THAT, and he made it real and important. Yes, he has nothing but army surplus ""White Christmas"" albums. So it goes!",pos,havent read book movie awestruck one thought head vonnegut never seen author intelligence life behind workings novel translated well film movie complexities found vonneguts novels jokes often meaningful symbolic dramatic events symbols often also jokesbr br campbell also vonnegut character portrayed perfectly nick nolte earmarks vonnegut hero lack concern political boundaries ironic dark humor giving way dumb inactivity response stress unwillingness push version reality around himbr br overall constantly surprised impressed watched movie feeling reading cats cradle first vonnegut novel perfectly oddball thing could happen thought made real important yes nothing army surplus white christmas albums goes
"This movie is a great way for the series to finally end. Peter (the boy from Puppet Master III) is all grown up and is now the Puppet Master. Well, this girl comes to destroy the puppets and learn Toulon's secrets but instead she listens to the story about the puppets. Most of this movie is footage from Puppet Master II, Puppet Master III, Puppet Master 4, Puppet Master 5, Curse of the Puppet Master, and Retro Puppet Master (sorry... But I guess Paramount wouldn't let them use scenes from 1). Personally I wish Puppet Master Vs. Demonic Toys would finally be made but the way this movie ends they basically say ""This is THE final movie in the series...""",pos,movie great way series finally end peter boy puppet master iii grown puppet master well girl comes destroy puppets learn toulons secrets instead listens story puppets movie footage puppet master ii puppet master iii puppet master 4 puppet master 5 curse puppet master retro puppet master sorry guess paramount wouldnt let use scenes 1 personally wish puppet master vs demonic toys would finally made way movie ends basically say final movie series
"Pegg has had a few hits in the past few years, starting with ""Shaun Of The Dead"" in 2004, movie on to ""Hot Fuzz 2007"", early 2008 he came out with ""Run Fat Boy Run"" and now comes this, ""How To Lose Friends And Alienate People"" which is in many ways one of my favourite comedy's of the year.<br /><br />The film is about Sidney Yound, a man who writes a failing magazine who makes fun of celebrity's mostly because he is not one of them. Anyway, one of the most successful magazine owners (Played By Jeff Bridges) invites him (Out of nostalgia) to work at his magazine. Sidney is of course excited and moves to America, there he meets a girl currently writing a book, and hilarity ensues.<br /><br />This film is great and I hope more come out like it in the near future. Pegg has once again given people everywhere another good film and I cant wait to the see the third part of the blood and ice cream trilogy ""Paul"". I Rate this film 81%.",pos,pegg hits past years starting shaun dead 2004 movie hot fuzz 2007 early 2008 came run fat boy run comes lose friends alienate people many ways one favourite comedys yearbr br film sidney yound man writes failing magazine makes fun celebritys mostly one anyway one successful magazine owners played jeff bridges invites nostalgia work magazine sidney course excited moves america meets girl currently writing book hilarity ensuesbr br film great hope come like near future pegg given people everywhere another good film cant wait see third part blood ice cream trilogy paul rate film 81
"The Sopranos is arguably the greatest show in Dramatic Television history.<br /><br />Its hard to think of another series that boasts so much intelligence, sublime writing or first rate performances.<br /><br />Across its epic scope it produces fresh and iconic characters and a constant level of high quality. Centering around the life of one Tony Soprano, a man who lives in two families. One is the conventional wife and two kids nuclear family the other a huge New Jersey Mafia group, of which he is the boss of both. Played by James Gandolfini, of True Romance and The Mexican fame, Tony is a fascinating, scary but also likable guy. Full praise must be given to Gandolfini for making a womanising and horrifically aggressive brute a genuinely identifiable and perfect leading man. Contemporay American drama has never had such an arresting and iconic figure as Tony.<br /><br />The cast of hundreds never boasts a flat performance and such stand out characters like Paulie Walnuts and Ralph Cifaretto will stick in your memory for ever.<br /><br />The true genius of this tale however, is the creator and writers bravery and revolutionary take on a conventional drama series. Twenty minute long dream sequences, powerful and original use of symbolism and metaphorical imagery and truly shocking scenes of violence. Yet all this style is met by truly touching themes of love, honour and respect for family. The series never becomes cold hearted or gratuitous.<br /><br />With TV now competitive and often poor The Sopranos stands tall above the rest as America's most original and compelling drama. Forget Family Redifined. This is Television Redifined.",pos,sopranos arguably greatest show dramatic television historybr br hard think another series boasts much intelligence sublime writing first rate performancesbr br across epic scope produces fresh iconic characters constant level high quality centering around life one tony soprano man lives two families one conventional wife two kids nuclear family huge new jersey mafia group boss played james gandolfini true romance mexican fame tony fascinating scary also likable guy full praise must given gandolfini making womanising horrifically aggressive brute genuinely identifiable perfect leading man contemporay american drama never arresting iconic figure tonybr br cast hundreds never boasts flat performance stand characters like paulie walnuts ralph cifaretto stick memory everbr br true genius tale however creator writers bravery revolutionary take conventional drama series twenty minute long dream sequences powerful original use symbolism metaphorical imagery truly shocking scenes violence yet style met truly touching themes love honour respect family series never becomes cold hearted gratuitousbr br tv competitive often poor sopranos stands tall rest americas original compelling drama forget family redifined television redifined
"<br /><br />Human Body --- WoW.<br /><br />There are about 27,000 Sunrises in human life....<br /><br />Hardly one thousand Sunrises will be watched by 90% of Humans on this planet....<br /><br />Our days are limited...<br /><br />Excellent movie for all women.... makers of human body...<br /><br />Thanks and Regards.<br /><br />",pos,br br human body wowbr br 27000 sunrises human lifebr br hardly one thousand sunrises watched 90 humans planetbr br days limitedbr br excellent movie women makers human bodybr br thanks regardsbr br
